0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8026e-45 1.8385e-42 8.19401e-40 2.99112e-37 8.93949e-35 2.18742e-32 4.38221e-30 7.18778e-28 9.65246e-26 1.06126e-23 9.55316e-22 7.04066e-20 4.24835e-18 2.09879e-16 8.48904e-15 2.81119e-13 7.62186e-12 1.6919e-10 3.07488e-09 4.57534e-08 5.5739e-07 5.55951e-06 4.53999e-05 0.000303539 0.00166156 0.00744658 0.0273237 0.082085 0.201897 0.40657 0.67032 0.904837 1 0.904837 0.67032 0.40657 0.201897 0.082085 0.0273237 0.00744658 0.00166156 0.000303539 4.53999e-05 5.55951e-06 5.5739e-07 4.57534e-08 3.07488e-09 1.6919e-10 7.62186e-12 2.81119e-13 8.48904e-15 2.09879e-16 4.24835e-18 7.04066e-20 9.55316e-22 1.06126e-23 9.65246e-26 7.18778e-28 4.38221e-30 2.18742e-32 8.93949e-35 2.99112e-37 8.19401e-40 1.8385e-42 2.8026e-45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.61027e-43 2.05769e-40 7.51882e-38 2.24985e-35 5.51332e-33 1.10651e-30 1.81891e-28 2.44916e-26 2.70159e-24 2.44159e-22 1.8082e-20 1.09753e-18 5.46116e-17 2.22826e-15 7.45766e-14 2.04815e-12 4.61787e-11 8.5522e-10 1.30181e-08 1.62993e-07 1.68001e-06 1.42691e-05 9.99746e-05 0.000578509 0.00276831 0.0109696 0.0360448 0.0983476 0.223112 0.421339 0.663012 0.869999 0.952419 0.869999 0.663012 0.421339 0.223112 0.0983476 0.0360448 0.0109696 0.00276831 0.000578509 9.99746e-05 1.42691e-05 1.68001e-06 1.62993e-07 1.30181e-08 8.5522e-10 4.61787e-11 2.04815e-12 7.45766e-14 2.22826e-15 5.46116e-17 1.09753e-18 1.8082e-20 2.44159e-22 2.70159e-24 2.44916e-26 1.81891e-28 1.10651e-30 5.51332e-33 2.24985e-35 7.51882e-38 2.05769e-40 4.61027e-43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.14906e-43 5.21311e-41 1.9104e-38 5.73663e-36 1.4118e-33 2.84814e-31 4.7112e-29 6.39164e-27 7.11462e-25 6.50018e-23 4.87679e-21 3.00611e-19 1.52333e-17 6.35009e-16 2.17903e-14 6.1597e-13 1.43544e-11 2.75963e-10 4.37971e-09 5.74143e-08 6.21994e-07 5.57065e-06 4.12578e-05 0.000252756 0.0012813 0.00537794 0.0187111 0.0540727 0.130226 0.262693 0.44697 0.647032 0.804018 0.863627 0.804018 0.647032 0.44697 0.262693 0.130226 0.0540727 0.0187111 0.00537794 0.0012813 0.000252756 4.12578e-05 5.57065e-06 6.21994e-07 5.74143e-08 4.37971e-09 2.75963e-10 1.43544e-11 6.1597e-13 2.17903e-14 6.35009e-16 1.52333e-17 3.00611e-19 4.87679e-21 6.50018e-23 7.11462e-25 6.39164e-27 4.71121e-29 2.84814e-31 1.4118e-33 5.73663e-36 1.9104e-38 5.21311e-41 1.14906e-43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8026e-44 1.32058e-41 4.85376e-39 1.46262e-36 3.61484e-34 7.33002e-32 1.22001e-29 1.66754e-27 1.87283e-25 1.72948e-23 1.31418e-21 8.22401e-20 4.24238e-18 1.8058e-16 6.34929e-15 1.84608e-13 4.44343e-12 8.86283e-11 1.46628e-09 2.01369e-08 2.29697e-07 2.17701e-06 1.71459e-05 0.000112199 0.000609798 0.00275111 0.0102967 0.0319597 0.0822985 0.176182 0.315226 0.476547 0.620283 0.713694 0.745032 0.713694 0.620283 0.476547 0.315226 0.176182 0.0822985 0.0319597 0.0102967 0.00275111 0.000609798 0.000112199 1.71459e-05 2.17701e-06 2.29697e-07 2.01369e-08 1.46628e-09 8.86283e-11 4.44343e-12 1.84608e-13 6.34929e-15 1.8058e-16 4.24238e-18 8.22401e-20 1.31418e-21 1.72948e-23 1.87283e-25 1.66754e-27 1.22001e-29 7.33002e-32 3.61484e-34 1.46262e-36 4.85376e-39 1.32058e-41 2.8026e-44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.00649e-45 3.3435e-42 1.23314e-39 3.72887e-37 9.25471e-35 1.88619e-32 3.15865e-30 4.34919e-28 4.9278e-26 4.59864e-24 3.53822e-22 2.24706e-20 1.17941e-18 5.12285e-17 1.84402e-15 5.50862e-14 1.36757e-12 2.82524e-11 4.86269e-10 6.97984e-09 8.36164e-08 8.36418e-07 6.98742e-06 4.87423e-05 0.000283777 0.00137777 0.00557199 0.0187448 0.0523772 0.12141 0.233429 0.373329 0.501728 0.580953 0.607851 0.610767 0.607851 0.580953 0.501728 0.373329 0.233429 0.12141 0.0523772 0.0187448 0.00557199 0.00137777 0.000283777 4.87423e-05 6.98743e-06 8.36418e-07 8.36164e-08 6.97984e-09 4.86269e-10 2.82524e-11 1.36757e-12 5.50862e-14 1.84402e-15 5.12285e-17 1.17941e-18 2.24706e-20 3.53822e-22 4.59864e-24 4.9278e-26 4.34919e-28 3.15865e-30 1.88619e-32 9.25471e-35 3.72887e-37 1.23314e-39 3.3435e-42 7.00649e-45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4013e-45 8.46384e-43 3.13274e-40 9.50592e-38 2.36916e-35 4.85293e-33 8.17616e-31 1.13399e-28 1.29605e-26 1.22202e-24 9.51784e-23 6.13224e-21 3.27332e-19 1.44996e-17 5.339e-16 1.63698e-14 4.18633e-13 8.94361e-12 1.59844e-10 2.3928e-09 3.00291e-08 3.16137e-07 2.79269e-06 2.06988e-05 0.000128659 0.000670094 0.00292079 0.0106375 0.0323078 0.081645 0.171269 0.297646 0.428556 0.514616 0.528541 0.496013 0.475044 0.496013 0.528541 0.514616 0.428556 0.297646 0.171269 0.081645 0.0323078 0.0106375 0.00292079 0.000670094 0.000128659 2.06988e-05 2.79269e-06 3.16137e-07 3.00291e-08 2.3928e-09 1.59844e-10 8.94361e-12 4.18633e-13 1.63698e-14 5.339e-16 1.44996e-17 3.27332e-19 6.13224e-21 9.51784e-23 1.22202e-24 1.29605e-26 1.13399e-28 8.17616e-31 4.85292e-33 2.36916e-35 9.50592e-38 3.13274e-40 8.46384e-43 1.4013e-45 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12997e-43 7.95811e-41 2.42316e-38 6.06432e-36 1.24842e-33 2.11597e-31 2.95586e-29 3.40726e-27 3.24539e-25 2.55816e-23 1.67153e-21 9.07013e-20 4.09496e-18 1.54127e-16 4.8457e-15 1.27502e-13 2.81286e-12 5.21136e-11 8.1195e-10 1.06502e-08 1.17696e-07 1.09627e-06 8.60635e-06 5.69236e-05 0.000316944 0.00148373 0.00583033 0.0191914 0.0527875 0.120984 0.230315 0.362996 0.472571 0.50947 0.464515 0.387064 0.349805 0.387064 0.464515 0.50947 0.472571 0.362996 0.230315 0.120984 0.0527875 0.0191914 0.00583033 0.00148373 0.000316944 5.69236e-05 8.60635e-06 1.09627e-06 1.17696e-07 1.06502e-08 8.1195e-10 5.21136e-11 2.81286e-12 1.27502e-13 4.8457e-15 1.54127e-16 4.09496e-18 9.07013e-20 1.67153e-21 2.55816e-23 3.24539e-25 3.40726e-27 2.95586e-29 2.11597e-31 1.24842e-33 6.06432e-36 2.42316e-38 7.95811e-41 2.12997e-43 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 5.32493e-44 2.02137e-41 6.17647e-39 1.55213e-36 3.21112e-34 5.47497e-32 7.7025e-30 8.95388e-28 8.61396e-26 6.8701e-24 4.55115e-22 2.50938e-20 1.15408e-18 4.43695e-17 1.42914e-15 3.86488e-14 8.7931e-13 1.68609e-11 2.72917e-10 3.73365e-09 4.32096e-08 4.23245e-07 3.50928e-06 2.46218e-05 0.000146074 0.00073192 0.00309231 0.0109935 0.0328041 0.0819174 0.170607 0.2952 0.42257 0.498416 0.48386 0.392366 0.288164 0.243196 0.288164 0.392366 0.48386 0.498416 0.42257 0.2952 0.170607 0.0819174 0.0328041 0.0109935 0.00309231 0.00073192 0.000146074 2.46218e-05 3.50928e-06 4.23245e-07 4.32096e-08 3.73365e-09 2.72917e-10 1.68609e-11 8.7931e-13 3.86488e-14 1.42914e-15 4.43695e-17 1.15408e-18 2.50938e-20 4.55115e-22 6.8701e-24 8.61395e-26 8.95388e-28 7.7025e-30 5.47497e-32 3.21112e-34 1.55213e-36 6.17647e-39 2.02137e-41 5.32493e-44 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1.4013e-44 5.13296e-42 1.57424e-39 3.97224e-37 8.25836e-35 1.41634e-32 2.00658e-30 2.35203e-28 2.28503e-26 1.84355e-24 1.23781e-22 6.93227e-21 3.24603e-19 1.27391e-17 4.20032e-16 1.16629e-14 2.73312e-13 5.41636e-12 9.09277e-11 1.29489e-09 1.56591e-08 1.60909e-07 1.40529e-06 1.04289e-05 6.57223e-05 0.000351323 0.00159053 0.0060861 0.019634 0.0532425 0.120941 0.229206 0.360778 0.469263 0.501662 0.439017 0.317039 0.204072 0.159071 0.204072 0.317039 0.439017 0.501662 0.469263 0.360778 0.229206 0.120941 0.0532425 0.019634 0.0060861 0.00159053 0.000351323 6.57222e-05 1.04289e-05 1.40529e-06 1.60909e-07 1.56591e-08 1.29489e-09 9.09277e-11 5.41636e-12 2.73312e-13 1.16629e-14 4.20032e-16 1.27391e-17 3.24603e-19 6.93227e-21 1.23781e-22 1.84355e-24 2.28503e-26 2.35203e-28 2.00658e-30 1.41634e-32 8.25836e-35 3.97224e-37 1.57424e-39 5.13296e-42 1.4013e-44 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 2.8026e-45 1.30461e-42 4.01209e-40 1.01648e-37 2.1236e-35 3.66327e-33 5.2259e-31 6.17594e-29 6.05819e-27 4.94327e-25 3.36301e-23 1.91233e-21 9.11249e-20 3.64831e-18 1.23044e-16 3.50458e-15 8.44982e-14 1.72832e-12 3.00455e-11 4.44608e-10 5.60694e-09 6.0306e-08 5.53392e-07 4.33215e-06 2.8916e-05 0.0001644 0.000794975 0.00326323 0.011343 0.0332897 0.0822035 0.170107 0.293631 0.420585 0.496934 0.481146 0.37934 0.243965 0.136972 0.0974465 0.136972 0.243965 0.37934 0.481146 0.496934 0.420585 0.293631 0.170107 0.0822035 0.0332897 0.011343 0.00326324 0.000794974 0.0001644 2.8916e-05 4.33215e-06 5.53392e-07 6.0306e-08 5.60694e-09 4.44608e-10 3.00455e-11 1.72832e-12 8.44982e-14 3.50458e-15 1.23044e-16 3.64831e-18 9.11249e-20 1.91233e-21 3.36301e-23 4.94327e-25 6.05819e-27 6.17594e-29 5.2259e-31 3.66327e-33 2.1236e-35 1.01648e-37 4.01209e-40 1.30461e-42 2.8026e-45 0 0 0 0 0 0 0 0 0 0 0
